traj,i,split,gyro,acc,n_win,speed,vx,vy,vz,acc_std,gyr_std,ax,ay
drone_train_0039,39,train,+x+y+z,+x-y+z,60,7.8854675,5.707995,-0.94222,1.8186618,6.602435447466791,0.5171225853557996,-1.7869730059513993,-0.008244740482788377
drone_train_0040,40,train,+x+y+z,-z-y-x,25,7.92234,5.489358,-1.7129252,1.7715852,6.61760479534513,0.5767338735797133,-1.7132280920446632,0.26428939120559536
drone_train_0041,41,train,+x+y+z,+x-y+z,19,6.561074,2.3812094,-0.94913524,4.3562803,6.170950964914977,0.5529229149464671,-7.568675975347644,-0.3793050326685127
drone_train_0042,42,train,+x+y+z,+x-y+z,20,6.5604806,4.7678246,-0.6043665,1.5609182,6.733859830761112,0.5888507183142302,-1.587510855793138,0.07294749058738943
drone_train_0043,43,train,-y-x-z,-y+x+z,60,0.18397905,0.010759046,-0.063586794,-0.00031592307,4.570811559540408,0.0798893467616478,-0.04283191399984912,0.15749840465929354
drone_train_0044,44,train,-y-x-z,-y-x+z,60,0.17633918,-0.015306407,-0.033995625,0.0393398,4.554966680065572,0.03431349404476548,-0.04803494020564995,0.17462411120298263
drone_train_0045,45,train,-y-x-z,+x+y+z,60,0.21501453,-0.00489858,0.021792237,-0.0210326,4.551824002035373,0.09899433690202046,-0.03443941840773061,0.16572615976681784
drone_train_0046,46,train,-y-x-z,-y+x+z,27,0.32756478,0.03293377,0.16975297,-0.04529951,4.6513924120396215,0.2492115698455914,-0.04692684338291571,0.16530587414996054
drone_train_0047,47,train,-y-x-z,-y-x+z,60,0.32814333,-0.013725079,-0.065965615,0.025627812,4.56386139902672,0.12695209942434973,-0.03357528988135194,0.1583359957197704
drone_train_0048,48,train,-y-x-z,-y-x+z,60,0.44563597,0.017556032,0.018846333,-0.0073676985,4.555000364943717,0.04002226537649222,-0.03652272802545576,0.16698772740828394
drone_train_0049,49,train,-y-x-z,-y-x+z,60,0.67286146,-0.0027695606,0.027715622,0.014039337,4.55262050725218,0.048104289316696455,-0.04602778995384589,0.18844112237984972
drone_train_0050,50,train,-y-x-z,-y-x+z,20,0.65350026,-0.032797623,0.05868465,-0.13580899,4.669304813819806,0.24545919889595474,-0.05153359818908923,0.13952551437369892
drone_train_0051,51,train,-y-x-z,-y-x+z,60,0.70794225,-0.015947925,-0.017567627,-0.0030882785,4.572276077436401,0.24871953698393945,-0.05167715420607298,0.177059906097046
drone_train_0052,52,train,-y-x-z,-y-x+z,60,1.2424098,-0.044096496,-0.06218667,0.014617287,4.589090698242829,0.14409394008057644,-0.015900050412529405,0.1708815328805916
drone_train_0053,53,train,-y-x-z,-y-x+z,60,0.6839259,-0.027041517,0.009180832,-0.032470234,4.561967340004183,0.06644438187003546,-0.05066230738657214,0.1890170000519704
drone_train_0054,54,train,-y-x-z,-y-x+z,24,0.4558374,-0.009079469,0.038991634,-0.026956081,4.611388602329098,0.12231533940694715,-0.03248906440681259,0.15366199541728043
drone_train_0055,55,train,-y-x-z,-y+x+z,60,0.52034897,0.07737733,-0.10341252,0.0125620635,4.586628295247565,0.333937545359423,0.09100642847136002,0.01883966655011568
drone_train_0056,56,train,-x-y-z,+x+y+z,60,0.55662733,0.007126011,-0.12467103,-0.0029609997,4.584898264388696,0.36070372657255056,0.09856747818887865,0.0014193670341998465
drone_train_0057,57,train,+x-y-z,+x+y+z,60,0.55600286,0.02404771,-0.106188245,-0.0038346336,4.585345374667319,0.3614189020175231,0.09238989677567679,0.011692940467726202
drone_train_0058,58,train,-y-x-z,-y-x+z,25,0.4449053,-0.060007196,0.091649406,-0.043487232,4.613782106195499,0.2662790401158925,0.12978927928952488,0.028248658090301602
drone_train_0059,59,train,-y+x-z,+x+y+z,60,0.91743,0.11397756,-0.19585894,0.007693672,4.754387787155375,0.6926985100299164,-0.2595783773487007,0.2058222977325616
drone_train_0060,60,train,-x-y-z,+x+y+z,60,0.9883636,-0.020175308,-0.20876591,-0.009926142,4.7584135978130035,0.7534233856373873,-0.2066329885749195,0.21324916858982154
drone_train_0061,61,train,-x-y-z,+x+y+z,60,0.98246306,0.038370866,-0.17363188,-0.01008815,4.768729254516636,0.7585891962532583,-0.23871761991474705,0.20824285547366406
drone_train_0062,62,train,-y+x-z,+x+y+z,60,0.9810601,0.0535482,-0.20504,-0.01571714,4.779763689907061,0.7335386568247101,-0.26516765871176784,0.1784531625787584
drone_train_0063,63,train,-y-x-z,-y-x+z,19,0.577086,-0.22955619,0.041790858,-0.06419748,4.659622547153869,0.5204929187527042,-0.16774312078621353,0.24774628468002993
drone_train_0064,64,train,-y-x-z,+x+y+z,60,0.4014826,0.017935475,0.020194247,0.015585757,4.595010836258128,0.2327066806543907,-0.0671723379081806,0.06101222010729106
drone_train_0065,65,train,+x+y-z,-y+x+z,60,0.3892408,-0.057424758,0.006066971,0.009720974,4.593874660419925,0.0932736648508428,-0.02705371136891578,-0.033412871182432656
drone_train_0066,66,train,-y-x-z,+x+y+z,60,0.38449684,0.015289129,-0.08228403,-0.011298006,4.59930503040536,0.0938996392998206,-0.1329539341573815,0.04459704232537903
drone_train_0067,67,train,-y-x-z,+x-y+z,27,0.3950806,-0.032614615,0.23952569,-0.036342543,4.68182746829709,0.19195373308122582,-0.2770984570246593,0.21017320484348045
drone_train_0068,68,train,+x+y-z,-x+y+z,60,1.415492,-0.0044197896,0.05014448,0.020021103,4.672288753795504,0.374124921768923,-0.09438176366637041,0.01397814312782441
drone_train_0069,69,train,+y+x-z,+y+x+z,60,1.5736718,-0.012660614,-0.024927815,-0.003055715,4.673458305502515,0.37200312622293213,-0.0533999340805567,0.05090468709797278
drone_train_0070,70,train,+y-x-z,+y-x+z,60,1.5703981,-0.025698029,-0.0039558057,-0.0022201093,4.702289790721726,0.3742074661350751,-0.10190704159982647,-0.029923326172983555
drone_train_0071,71,train,-y-x-z,-x+y+z,16,0.8515946,0.41630203,0.07269045,-0.04611648,4.934607463781297,0.3557466191043495,-0.004130763927817999,0.18311836861261016
drone_train_0072,72,train,-y-x-z,-x-y+z,60,0.2720113,-0.034141954,0.027895696,0.011528847,4.580190484922529,0.18849100219124454,0.019619659158144485,0.07813683022769305
drone_train_0073,73,train,-y-x-z,-y+x+z,60,0.24484053,0.048662588,-0.0026200155,-0.00087072136,4.565203013915253,0.13175463623631692,0.03329157549752623,0.06269121080413
drone_train_0074,74,train,+x-y-z,-x-y+z,60,0.30542204,0.019994207,0.08627781,0.0022516297,4.565917437389807,0.12078754076386602,0.01649258367446085,0.07780968103070608
drone_train_0075,75,train,-y-x-z,-x-y+z,29,0.25919005,0.014658653,0.039056804,-0.020531865,4.629662801396199,0.29219786008976956,-0.028686220868805037,0.08577773211370936
drone_train_0076,76,train,-y-x-z,+x-y+z,60,0.44505388,0.02502506,0.043235213,0.011317136,4.538227081734462,0.21442699885321742,0.03309152402589476,0.06705664614616891
drone_train_0077,77,train,-y-x-z,-x+y+z,59,0.5082162,0.042806774,0.07541103,-0.007972201,4.565000610640225,0.2485280119858056,0.007617167584831529,0.06837796302441078
drone_train_0078,78,train,-y-x-z,+y-x+z,60,1.3823636,0.10456452,0.19254667,0.031675454,4.668326200929866,0.6788213843929816,0.02530116476151185,0.08597833177836886
drone_train_0079,79,train,+y-x-z,+y-x+z,60,1.5583664,0.12088477,0.21172449,0.012673873,4.6961506832770015,0.7810161502398607,0.037931468508343114,0.05340681228271812
drone_train_0080,80,train,+y-x-z,+y-x+z,60,1.6391026,0.08939014,0.2505818,0.027234029,4.721961846980054,0.7766043164062223,-0.04704846123923259,0.0682622848956283
drone_train_0081,81,train,-y-x-z,-y-x+z,19,1.0051879,0.095797665,0.26331082,-0.033782575,4.7085082167676395,0.6202189207132766,0.12011112973839869,0.08926490019438077
drone_train_0082,82,train,+y-x-z,+y-x+z,60,1.7915374,0.105608135,0.2280455,0.030177236,4.942722126100403,1.069372420466442,-0.033383805440277685,0.03832723758307778
drone_train_0083,83,train,+y-x-z,+y-x+z,60,2.1568458,0.04920592,0.48174572,0.060494497,5.000653292092321,1.1553432260877454,0.02714646343391117,0.09248869245636827
drone_train_0084,84,train,+y-x-z,+y-x+z,60,2.105997,0.10082824,0.33858365,0.036704265,4.989695751135068,1.1795235247363434,0.027388915297059915,0.11599721738063574
drone_train_0085,85,train,+y-x-z,+y-x+z,19,1.2757696,-0.13481161,0.28535995,0.019180993,4.918231361108079,0.8014095187389523,0.07478256925929445,0.04836612188431472
drone_train_0086,86,train,-y-x-z,-y-x+z,60,0.8693808,-0.08975663,-0.04262874,0.017262826,4.587480661974306,0.31006016149528376,0.09218468121986007,0.01751005349578615
drone_train_0087,87,train,-x+y-z,-x-y+z,60,0.94586736,0.040316362,0.00022166061,-6.6453875e-05,4.582893948722095,0.3230907212011106,0.12057181999144344,-0.02339596187051969
drone_train_0088,88,train,+y+x-z,+y-x+z,60,0.9356239,0.12788452,0.015181566,-0.009168885,4.584353037225566,0.3252094776209136,0.07379018915397732,0.015955460718771217
drone_train_0089,89,train,+y-x-z,-x+y+z,60,1.4267354,-0.09491738,-0.02467604,0.018394858,4.739524539315695,0.6621970919848499,0.0686766683076628,-0.008113909329495376
drone_train_0090,90,train,-y-x-z,-y-x+z,60,1.9055326,0.10297058,-0.012988492,0.00044142915,4.7638321263718355,0.777042481561635,0.13279781564263007,0.05346368046116004
drone_train_0091,91,train,+y-x-z,+y+x+z,22,1.3641541,0.18291888,0.12639113,-0.0515002,4.748089128346523,0.5959629669103063,0.08330396823609439,-0.08262596335784521
drone_train_0092,92,train,-y-x-z,-x+y+z,60,2.5532117,-0.074680656,-0.035553224,0.019679287,5.448243061390232,1.289801054946821,0.1245552071368843,-0.033579032070339354
drone_train_0093,93,train,-y-x-z,-y+x+z,60,2.889722,0.091900714,-0.0008999812,0.002900229,5.562711798331741,1.3886546483361493,0.10587605778015131,0.0013156512962517204
drone_train_0094,94,train,+x+y-z,-x-y+z,60,2.7019467,-0.011770854,0.015469328,-0.009853302,5.484243325098758,1.3472426954216419,0.07195849115124778,0.045064592673005485
drone_train_0095,95,train,-y-x-z,-x-y+z,60,2.4373796,0.031333733,1.1650523,0.17043869,4.484067263591849,0.2818787588069563,0.05683821625830751,-0.1876575484206193
drone_train_0096,96,train,-y-x-z,-y-x+z,60,2.9163606,-0.043726258,1.6328286,0.21282275,4.46381993850759,0.2863704387372708,0.13868259135092997,-0.16389110198045637
drone_train_0097,97,train,-y-x-z,-y-x+z,60,2.0162556,-0.049075387,1.0372972,0.1068174,4.46281010652979,0.27517754432595254,0.0693189563582182,-0.11839489325601972
drone_train_0098,98,train,+x-y-z,-y-x+z,60,4.3098154,-0.17663456,2.1710703,0.49886572,5.033381821630895,0.6847921533051711,-0.07446695268640807,0.11958943266029201
drone_train_0099,99,train,+x-y-z,-y-x+z,60,5.3597302,-0.29609174,2.7148268,0.56907374,5.232552710644228,0.7319715614023589,-0.023749022426607553,-0.06125298557832139
drone_train_0100,100,train,-y-x-z,-y-x+z,48,3.880434,-0.33715555,2.0464783,0.37950322,4.932986161567867,0.6147360627020866,0.013146628557958128,0.14161400496154106
drone_train_0101,101,train,+x-y-z,-y-x+z,60,5.6464367,-0.57562166,2.8184068,0.6840135,5.6113453638325606,0.9288219061995483,-0.09028825351127208,0.12249420364945399
drone_train_0102,102,train,+x-y-z,-y-x+z,60,6.1162076,-0.7438442,3.0928724,0.74419224,5.763614127220887,0.9466521898924204,-0.006632403054900351,-0.1159991649423949
drone_train_0103,103,train,-y-x-z,+y-x+z,17,2.915538,-0.5564206,1.6724582,0.12422135,4.952959913003729,0.6565060535061854,0.009732972543884184,0.5148208295796026
drone_train_0104,104,train,-y-x-z,+x+y+z,60,0.19672117,0.007532645,-0.052186258,0.0167553,4.580245672778415,0.23672871879371365,-0.04337716206399663,0.15981887909839135
drone_train_0105,105,train,-y-x-z,-y-x+z,60,0.1694596,-0.0037744269,-0.04183807,-0.0005129327,4.555237957456357,0.036652263765365026,-0.050700536209567264,0.1769371629076116
drone_train_0106,106,train,-y-x-z,-y-x+z,60,0.21434557,-0.011302138,0.010087585,-0.00046819545,4.5484130907409,0.039650141008251684,-0.03840536592547434,0.16977061603774146
drone_train_0107,107,train,-y-x-z,+x-y+z,26,0.32554582,0.032685257,0.20549153,-0.04184737,4.686489622799929,0.1646372523069534,-0.0484732723497209,0.15990907200035634
drone_train_0108,108,train,-y-x-z,-y-x+z,60,0.33769447,-0.0044700317,-0.08684832,0.014161517,4.5553185520740165,0.06632462461520655,-0.03660337909556423,0.16220786127912226
drone_train_0109,109,train,-y-x-z,-y-x+z,60,0.4606628,-0.0029476644,-0.00038559976,-0.0030482512,4.550058302728579,0.04526620699192849,-0.03553436546385789,0.1688229268583409
drone_train_0110,110,train,-y-x-z,+x+y+z,23,0.5497507,0.02427993,0.14012001,-0.070686854,4.704504424025548,0.19583905699997572,-0.08038448837533624,0.1319445537125736
drone_train_0111,111,train,-y-x-z,-y-x+z,60,0.73040396,0.015687047,-0.02636246,0.009831964,4.597090425955183,0.16868087531455092,-0.04974831255740211,0.15595396379725934
drone_train_0112,112,train,-y-x-z,-y-x+z,60,1.2284641,-0.10180369,-0.10271116,-0.01797713,4.609991481948272,0.13886768229686983,-0.049968626819785186,0.16395248609669943
drone_train_0113,113,train,-y-x-z,-y-x+z,60,0.6439585,0.022150483,0.030466903,-0.0029098631,4.5644231372031605,0.06095893535981341,-0.049675606795547236,0.16453916208877692
drone_train_0114,114,train,-y-x-z,-y-x+z,17,0.6472246,-0.06710456,0.16788384,-0.07946998,4.630155947019482,0.17427473005560798,-0.08438229196142011,0.18348537778117371
drone_train_0115,115,train,-y-x-z,-y-x+z,60,1.3840648,-0.024952136,-0.03754763,-0.013418982,4.730311243599584,0.27270432140068,0.10835577746134246,0.004330904135062762
drone_train_0116,116,train,-y-x-z,-y-x+z,50,1.274409,-0.003154794,0.050569504,-0.03948265,4.674372076337385,0.20091930479390474,0.16886491748080132,0.044520847062016276
drone_train_0117,117,train,-y-x-z,-y-x+z,60,0.66083187,-0.06246521,-0.077807456,0.009623386,4.579140642691568,0.2691106652623383,0.11102493440868541,0.009556754964678097
drone_train_0118,118,train,-x+y-z,-y+x+z,60,0.69690984,-0.0299231,-0.072972715,-0.0049595567,4.577152716057878,0.2745571932776305,0.10184315853814405,-0.00732084853959168
drone_train_0119,119,train,-x+y-z,-y+x+z,60,0.6970279,-0.024475884,-0.07474556,-0.005132959,4.578362926583202,0.2743875282909161,0.10237917420775708,-0.009220742282294548
drone_train_0120,120,train,-y-x-z,-y-x+z,16,0.62065864,0.17958009,0.14631082,-0.05205624,4.638646025951358,0.2835888587265929,0.12955617853081255,-0.04557021520633065
drone_train_0121,121,train,-y-x-z,-y-x+z,60,0.97039825,-0.06347491,-0.122440815,0.0023536072,4.609086877232992,0.3998039183079078,0.09135988548168658,-0.001424112404261147
drone_train_0122,122,train,-x+y-z,-y-x+z,60,1.0387731,-0.032675736,-0.09170231,-0.010412752,4.604475749965992,0.41516142153192065,0.10291183414163288,-0.014855069279487603
drone_train_0123,123,train,-x+y-z,-y-x+z,60,1.0898038,-0.049982492,-0.11926133,-0.01108754,4.597511458915238,0.41787316505562133,0.13170807531853884,-0.006365668562134791
drone_train_0124,124,train,-y-x-z,-x+y+z,15,0.63351136,0.17202683,0.07854694,-0.058995076,4.648328824707096,0.3134145182088533,0.0866383923243656,0.0230568825029461
drone_train_0125,125,train,-x+y-z,-y-x+z,60,1.9662644,-0.17318983,-0.34133175,-0.032118652,5.062290198326984,0.9354754129213547,0.09478242641490972,-0.007535275676137341
drone_train_0126,126,train,-x+y-z,-y-x+z,60,2.1860104,-0.15620588,-0.38162464,-0.054822683,5.106610558367239,1.009077362208556,0.1518439594870809,-0.01746225845964303
drone_train_0127,127,train,+x+y-z,-y-x+z,60,2.167375,-0.13797387,-0.34945843,-0.054520722,5.103567356515738,1.0141986393422855,0.12341660393440786,0.02545869938937661
drone_train_0128,128,train,-y-x-z,-x-y+z,12,1.2805505,-0.2907914,-0.2767332,-0.06132856,4.975340159217069,0.7621604229186256,-0.12093959050477449,-0.05556640975914176
drone_train_0129,129,train,+x+y-z,-x-y+z,60,2.5568,-0.21918768,-0.3929716,-0.041881982,5.932975553846188,1.6041252501808096,0.05261782796748169,-0.02215066276410774
drone_train_0130,130,train,+x+y-z,-y-x+z,60,2.9187584,-0.19819523,-0.412101,-0.06433008,6.091520794574843,1.689800657785112,0.18867727205555518,0.0007590039510663094
drone_train_0131,131,train,+x+y-z,-x-y+z,60,2.903153,-0.14009596,-0.38683993,-0.07183411,6.117267201561178,1.6869744728037996,0.1105131886160525,-0.02978099675117604
drone_train_0132,132,train,+x+y-z,-x-y+z,13,1.6010789,-0.21201707,-0.29476264,-0.10701681,5.333567605753336,1.2262283286923612,-0.01813275714931386,0.1350601589382829
drone_train_0133,133,train,-y+x-z,+x+y+z,60,0.3198733,-0.018539798,-0.093185015,0.018270446,4.6159734251996465,0.10391395605886185,-0.22202288172366919,0.2087423026258266
drone_train_0134,134,train,+x-y-z,+x+y+z,60,0.27480626,-0.07548961,-0.11189275,-0.0022673244,4.622155982497047,0.08677196943297481,-0.2432002495290717,0.1850693053534363
drone_train_0135,135,train,+x-y-z,+x+y+z,60,0.2448134,0.07415494,-0.07964367,0.00043638516,4.627443613286311,0.09182613960755408,-0.26258968675461136,0.19470070632414302
drone_train_0136,136,train,-y-x-z,+y-x+z,60,0.21869616,0.038549855,-0.017309075,-0.0005496762,4.608332851058574,0.09529486074626568,-0.20801729168254376,0.23031178351697418
drone_train_0137,137,train,-y-x-z,+x-y+z,22,0.34119692,-0.123632446,0.19099323,-0.061167806,4.677530739397979,0.2068975841568428,-0.27349505823743514,0.24421729974977432
drone_train_0138,138,train,-y-x-z,+x+y+z,60,0.5692369,-0.107393146,-0.18323055,0.004800806,4.604732520255454,0.1561588156680159,-0.027054139461154668,0.015954169033610206
drone_train_0139,139,train,-y+x-z,+y+x+z,60,0.44650644,0.10562108,-0.07997693,-0.003931492,4.588910616761902,0.14875062746961892,-0.00867816663854156,0.03886421485125447
drone_train_0140,140,train,-y-x-z,-y+x+z,14,0.57134074,0.030510057,0.16200428,-0.057571065,4.741936911322958,0.46176245319214937,0.0039222884640829625,0.01411415055823552
drone_train_0141,141,train,-y-x-z,+x+y+z,60,1.765066,-0.036626235,-0.4690563,-0.04069042,4.737389903110704,0.5765791470933492,-0.030927763191700555,0.037120275690982654
drone_train_0142,142,train,-x-y-z,+x+y+z,60,2.0675352,0.10664399,-0.55684626,-0.063440725,4.75091028731446,0.6281658674509387,0.0073026480051521505,0.015172725484523955
drone_train_0143,143,train,-y-x-z,+y-x+z,16,1.5165012,0.06855149,0.024549328,-0.05557926,4.797476316455963,0.4190320314705094,-0.07340591672900511,0.008749160681050982
drone_train_0144,144,train,-x-y-z,+x+y+z,60,2.372703,-0.011209651,-0.6906667,-0.07578359,4.943070848067859,0.767979835508608,-0.010504611229114138,0.02875456422961118
drone_train_0145,145,train,-x-y-z,+x+y+z,60,2.5402691,0.21181893,-0.6766163,-0.09377775,4.960629247977339,0.8462914917470238,0.009866312892224718,0.026780369384948547
drone_train_0146,146,train,-y-x-z,+x+y+z,17,1.6171354,-0.08438557,0.03692737,-0.063263886,4.9295121166160545,0.4626322769340563,-0.15750229188805487,-0.023668434755489583
drone_train_0147,147,train,-y-x-z,-x-y+z,60,0.7052557,0.011581638,0.21062663,0.027094292,4.586498089307311,0.28075036913531115,0.07642676326633319,0.006033863016574059
drone_train_0148,148,train,-x+y-z,-x-y+z,60,0.7653594,0.021654187,0.30340502,0.0147672715,4.578336827711565,0.28638033025208226,0.09912551861958233,-0.006650888683765515
drone_train_0149,149,train,-x+y-z,-x-y+z,60,0.756984,-0.008150296,0.27461112,0.011610366,4.572806624827367,0.29231330646349785,0.09373622862312975,0.026169605798982958
drone_train_0150,150,train,-y-x-z,+y-x+z,14,0.587965,0.012870505,0.28032073,-0.058470193,4.648645629743247,0.26847024194592245,0.05302250101852937,-0.003156599005669556
drone_train_0151,151,train,-y-x-z,+y-x+z,60,1.3857231,0.008987877,0.51177806,0.063942075,4.7082723809212315,0.5830257550079013,-0.25080546465352793,0.2072456460907021
drone_train_0152,152,train,-x-y-z,+y-x+z,60,1.500972,-0.007273256,0.5896748,0.047949027,4.70310051803455,0.6034250118332048,-0.19179090897333542,0.21324917592746595
drone_train_0153,153,train,-x-y-z,+y-x+z,60,1.5019325,-0.008445442,0.5932374,0.0487771,4.731926300928312,0.6020059108963219,-0.2615505948740416,0.16983565812265927
drone_train_0154,154,train,-x+y-z,+y-x+z,60,1.504152,-0.0005175832,0.5984956,0.047834564,4.705028690389103,0.5998807174641785,-0.2078613737066003,0.25206807279666343
